Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
214-17-6927;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;16.48;6;4.944;103.824;02/07/2019;18:23;Carteira Digital;98.88;4.761.904.762;4.944;9.9
400-89-4171;C;São Paulo;Normal;Feminino;Esportes e Viagem;80.97;8;32.388;680.148;1/28/2019;13:05;Dinheiro;647.76;4.761.904.762;32.388;9.3
782-95-9291;A;São Bernado do Campo;Membro;Masculino;Alimentos e Bebidas;92.29;5;230.725;4.845.225;2/20/2019;15:55;Cartão de Crédito;461.45;4.761.904.762;230.725;9
279-74-2924;B;Guarulhos;Membro;Masculino;Acessórios Eletrônicos;72.17;1;36.085;757.785;01/04/2019;19:40;Dinheiro;72.17;4.761.904.762;36.085;6.1
307-85-2293;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;50.28;5;12.57;263.97;03/07/2019;13:58;Carteira Digital;251.4;4.761.904.762;12.57;9.7
743-04-1105;B;Guarulhos;Membro;Masculino;Saúde e Beleza;97.22;9;43.749;918.729;3/30/2019;14:43;Carteira Digital;874.98;4.761.904.762;43.749;6
423-57-2993;B;Guarulhos;Normal;Masculino;Esportes e Viagem;93.39;6;28.017;588.357;3/27/2019;19:18;Carteira Digital;560.34;4.761.904.762;28.017;10
894-41-5205;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;43.18;8;17.272;362.712;1/19/2019;19:39;Cartão de Crédito;345.44;4.761.904.762;17.272;8.3
275-28-0149;A;São Bernado do Campo;Normal;Masculino;Esportes e Viagem;63.69;1;31.845;668.745;2/25/2019;16:21;Dinheiro;63.69;4.761.904.762;31.845;6
101-17-6199;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;45.79;7;160.265;3.365.565;3/13/2019;19:44;Cartão de Crédito;320.53;4.761.904.762;160.265;7
423-80-0988;C;São Paulo;Normal;Masculino;Esportes e Viagem;76.4;2;7.64;160.44;1/30/2019;19:42;Carteira Digital;152.8;4.761.904.762;7.64;6.5
548-46-9322;B;Guarulhos;Normal;Masculino;Alimentos e Bebidas;39.9;10;19.95;418.95;2/20/2019;15:24;Cartão de Crédito;399;4.761.904.762;19.95;5.9
505-02-0892;B;Guarulhos;Membro;Masculino;Saúde e Beleza;42.57;8;17.028;357.588;2/25/2019;14:12;Carteira Digital;340.56;4.761.904.762;17.028;5.6
234-65-2137;C;São Paulo;Normal;Masculino;Casa e Estilo de Vida;95.58;10;47.79;1003.59;1/16/2019;13:32;Dinheiro;955.8;4.761.904.762;47.79;4.8
687-47-8271;A;São Bernado do Campo;Normal;Masculino;Acessórios de Moda;98.98;10;49.49;1039.29;02/08/2019;16:20;Cartão de Crédito;989.8;4.761.904.762;49.49;8.7
796-32-9050;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;51.28;6;15.384;323.064;1/19/2019;16:31;Dinheiro;307.68;4.761.904.762;15.384;6.5
105-31-1824;A;São Bernado do Campo;Membro;Masculino;Esportes e Viagem;69.52;7;24.332;510.972;02/01/2019;15:10;Cartão de Crédito;486.64;4.761.904.762;24.332;8.5
249-42-3782;A;São Bernado do Campo;Normal;Masculino;Saúde e Beleza;70.01;5;175.025;3.675.525;01/03/2019;11:36;Carteira Digital;350.05;4.761.904.762;175.025;5.5
316-55-4634;B;Guarulhos;Membro;Masculino;Alimentos e Bebidas;80.05;5;200.125;4.202.625;1/26/2019;12:45;Cartão de Crédito;400.25;4.761.904.762;200.125;9.4
733-33-4967;C;São Paulo;Normal;Masculino;Acessórios Eletrônicos;20.85;8;8.34;175.14;03/03/2019;19:17;Dinheiro;166.8;4.761.904.762;8.34;6.3
608-27-6295;B;Guarulhos;Membro;Masculino;Acessórios Eletrônicos;52.89;6;15.867;333.207;1/19/2019;17:34;Cartão de Crédito;317.34;4.761.904.762;15.867;9.8
414-12-7047;B;Guarulhos;Normal;Masculino;Alimentos e Bebidas;19.79;8;7.916;166.236;1/18/2019;12:04;Carteira Digital;158.32;4.761.904.762;7.916;8.7
827-26-2100;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;33.84;9;15.228;319.788;3/21/2019;16:21;Carteira Digital;304.56;4.761.904.762;15.228;8.8
175-54-2529;A;São Bernado do Campo;Membro;Masculino;Alimentos e Bebidas;22.17;8;8.868;186.228;03/03/2019;17:01;Cartão de Crédito;177.36;4.761.904.762;8.868;9.6
139-52-2867;C;São Paulo;Normal;Feminino;Acessórios de Moda;22.51;7;78.785;1.654.485;2/13/2019;10:50;Cartão de Crédito;157.57;4.761.904.762;78.785;4.8
407-63-8975;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;73.88;6;22.164;465.444;3/23/2019;19:16;Carteira Digital;443.28;4.761.904.762;22.164;4.4
342-65-4817;C;São Paulo;Membro;Masculino;Saúde e Beleza;86.8;3;13.02;273.42;1/28/2019;16:47;Carteira Digital;260.4;4.761.904.762;13.02;9.9
130-98-8941;C;São Paulo;Normal;Masculino;Acessórios de Moda;64.26;7;22.491;472.311;02/09/2019;10:00;Dinheiro;449.82;4.761.904.762;22.491;5.7
434-83-9547;C;São Paulo;Membro;Masculino;Alimentos e Bebidas;38.47;8;15.388;323.148;1/23/2019;11:51;Dinheiro;307.76;4.761.904.762;15.388;7.7
851-28-6367;A;São Bernado do Campo;Membro;Masculino;Esportes e Viagem;15.5;10;7.75;162.75;3/23/2019;10:55;Carteira Digital;155;4.761.904.762;7.75;8
824-88-3614;C;São Paulo;Normal;Masculino;Saúde e Beleza;34.31;8;13.724;288.204;1/25/2019;15:00;Carteira Digital;274.48;4.761.904.762;13.724;5.7
586-25-0848;A;São Bernado do Campo;Normal;Feminino;Esportes e Viagem;12.34;7;4.319;90.699;03/04/2019;11:19;Cartão de Crédito;86.38;4.761.904.762;4.319;6.7
895-66-0685;B;Guarulhos;Membro;Masculino;Alimentos e Bebidas;18.08;3;2.712;56.952;03/05/2019;19:46;Carteira Digital;54.24;4.761.904.762;2.712;8
305-14-0245;B;Guarulhos;Membro;Feminino;Casa e Estilo de Vida;94.49;8;37.796;793.716;03/03/2019;19:00;Carteira Digital;755.92;4.761.904.762;37.796;7.5
732-04-5373;B;Guarulhos;Membro;Masculino;Casa e Estilo de Vida;46.47;4;9.294;195.174;02/08/2019;10:53;Dinheiro;185.88;4.761.904.762;9.294;7
400-60-7251;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;74.07;1;37.035;777.735;02/10/2019;12:50;Carteira Digital;74.07;4.761.904.762;37.035;9.9
593-65-1552;C;São Paulo;Normal;Feminino;Casa e Estilo de Vida;69.81;4;13.962;293.202;1/28/2019;20:50;Cartão de Crédito;279.24;4.761.904.762;13.962;5.9
284-34-9626;B;Guarulhos;Normal;Feminino;Casa e Estilo de Vida;77.04;3;11.556;242.676;02/11/2019;10:39;Cartão de Crédito;231.12;4.761.904.762;11.556;7.2
437-58-8131;B;Guarulhos;Normal;Feminino;Acessórios de Moda;73.52;2;7.352;154.392;1/15/2019;13:41;Carteira Digital;147.04;4.761.904.762;7.352;4.6
286-43-6208;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;87.8;9;39.51;829.71;3/16/2019;19:08;Dinheiro;790.2;4.761.904.762;39.51;9.2
641-43-2399;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;25.55;4;5.11;107.31;1/26/2019;20:23;Carteira Digital;102.2;4.761.904.762;5.11;5.7
831-07-6050;A;São Bernado do Campo;Normal;Masculino;Acessórios Eletrônicos;32.71;5;81.775;1.717.275;3/19/2019;11:30;Cartão de Crédito;163.55;4.761.904.762;81.775;9.9
556-86-3144;C;São Paulo;Membro;Feminino;Acessórios de Moda;74.29;1;37.145;780.045;1/13/2019;19:30;Dinheiro;74.29;4.761.904.762;37.145;5
848-24-9445;C;São Paulo;Membro;Masculino;Saúde e Beleza;43.7;2;4.37;91.77;3/26/2019;18:03;Dinheiro;87.4;4.761.904.762;4.37;4.9
856-22-8149;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;25.29;1;12.645;265.545;3/23/2019;10:13;Carteira Digital;25.29;4.761.904.762;12.645;6.1
699-01-4164;C;São Paulo;Normal;Masculino;Saúde e Beleza;41.5;4;8.3;174.3;03/12/2019;19:58;Cartão de Crédito;166;4.761.904.762;8.3;8.2
420-11-4919;C;São Paulo;Membro;Feminino;Alimentos e Bebidas;71.39;5;178.475;3.747.975;2/17/2019;19:57;Cartão de Crédito;356.95;4.761.904.762;178.475;5.5
606-80-4905;C;São Paulo;Membro;Feminino;Esportes e Viagem;19.15;6;5.745;120.645;1/29/2019;10:01;Cartão de Crédito;114.9;4.761.904.762;5.745;6.8
542-41-0513;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;57.49;4;11.498;241.458;3/15/2019;11:57;Dinheiro;229.96;4.761.904.762;11.498;6.6
426-39-2418;C;São Paulo;Normal;Masculino;Acessórios Eletrônicos;61.41;7;214.935;4.513.635;1/14/2019;10:02;Dinheiro;429.87;4.761.904.762;214.935;9.8
875-46-5808;B;Guarulhos;Membro;Masculino;Saúde e Beleza;25.9;10;12.95;271.95;02/06/2019;14:51;Carteira Digital;259;4.761.904.762;12.95;8.7
394-43-4238;B;Guarulhos;Membro;Masculino;Casa e Estilo de Vida;17.77;5;44.425;932.925;2/15/2019;12:42;Cartão de Crédito;88.85;4.761.904.762;44.425;5.4
749-24-1565;A;São Bernado do Campo;Normal;Feminino;Saúde e Beleza;23.03;9;103.635;2.176.335;01/03/2019;12:02;Carteira Digital;207.27;4.761.904.762;103.635;7.9
672-51-8681;C;São Paulo;Membro;Feminino;Acessórios Eletrônicos;66.65;9;299.925;6.298.425;01/04/2019;18:19;Cartão de Crédito;599.85;4.761.904.762;299.925;9.7
263-87-5680;C;São Paulo;Membro;Feminino;Casa e Estilo de Vida;28.53;10;14.265;299.565;3/18/2019;17:38;Carteira Digital;285.3;4.761.904.762;14.265;7.8
573-58-9734;B;Guarulhos;Normal;Feminino;Acessórios de Moda;30.37;3;45.555;956.655;3/28/2019;13:41;Carteira Digital;91.11;4.761.904.762;45.555;5.1
817-69-8206;B;Guarulhos;Normal;Feminino;Acessórios Eletrônicos;99.73;9;448.785;9.424.485;03/02/2019;19:42;Cartão de Crédito;897.57;4.761.904.762;448.785;6.5
888-02-0338;A;São Bernado do Campo;Normal;Masculino;Acessórios Eletrônicos;26.23;9;118.035;2.478.735;1/25/2019;20:24;Carteira Digital;236.07;4.761.904.762;118.035;5.9
677-11-0152;C;São Paulo;Normal;Feminino;Alimentos e Bebidas;93.26;9;41.967;881.307;1/16/2019;18:08;Dinheiro;839.34;4.761.904.762;41.967;8.8
142-63-6033;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;92.36;5;23.09;484.89;3/20/2019;19:17;Carteira Digital;461.8;4.761.904.762;23.09;4.9
656-16-1063;B;Guarulhos;Normal;Masculino;Esportes e Viagem;46.42;3;6.963;146.223;01/04/2019;13:24;Cartão de Crédito;139.26;4.761.904.762;6.963;4.4
891-58-8335;B;Guarulhos;Membro;Feminino;Esportes e Viagem;29.61;7;103.635;2.176.335;03/11/2019;15:53;Dinheiro;207.27;4.761.904.762;103.635;6.5
802-43-8934;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;18.28;1;0.914;19.194;3/22/2019;15:05;Cartão de Crédito;18.28;4.761.904.762;0.914;8.3
560-30-5617;B;Guarulhos;Normal;Feminino;Esportes e Viagem;24.77;5;61.925;1.300.425;3/24/2019;18:27;Dinheiro;123.85;4.761.904.762;61.925;8.5
319-74-2561;A;São Bernado do Campo;Membro;Feminino;Acessórios Eletrônicos;94.64;3;14.196;298.116;2/21/2019;16:55;Dinheiro;283.92;4.761.904.762;14.196;5.5
549-03-9315;B;Guarulhos;Normal;Masculino;Acessórios de Moda;94.87;8;37.948;796.908;02/12/2019;12:58;Carteira Digital;758.96;4.761.904.762;37.948;8.7
790-29-1172;B;Guarulhos;Normal;Feminino;Alimentos e Bebidas;57.34;3;8.601;180.621;03/10/2019;18:59;Cartão de Crédito;172.02;4.761.904.762;8.601;7.9
239-36-3640;B;Guarulhos;Normal;Masculino;Acessórios Eletrônicos;45.35;6;13.605;285.705;1/31/2019;13:44;Carteira Digital;272.1;4.761.904.762;13.605;6.1
468-01-2051;B;Guarulhos;Normal;Masculino;Alimentos e Bebidas;62.08;7;21.728;456.288;03/06/2019;13:46;Carteira Digital;434.56;4.761.904.762;21.728;5.4
389-25-3394;C;São Paulo;Normal;Masculino;Acessórios Eletrônicos;11.81;5;29.525;620.025;2/17/2019;18:06;Dinheiro;59.05;4.761.904.762;29.525;9.4
279-62-1445;C;São Paulo;Membro;Feminino;Acessórios de Moda;12.54;1;0.627;13.167;2/21/2019;12:38;Dinheiro;12.54;4.761.904.762;0.627;8.2
213-72-6612;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;43.25;2;4.325;90.825;3/20/2019;15:56;Dinheiro;86.5;4.761.904.762;4.325;6.2
746-68-6593;C;São Paulo;Membro;Feminino;Esportes e Viagem;87.16;2;8.716;183.036;01/11/2019;14:29;Cartão de Crédito;174.32;4.761.904.762;8.716;9.7
836-82-5858;B;Guarulhos;Membro;Masculino;Saúde e Beleza;69.37;9;312.165;6.555.465;1/26/2019;19:14;Carteira Digital;624.33;4.761.904.762;312.165;4
583-72-1480;C;São Paulo;Membro;Masculino;Acessórios Eletrônicos;37.06;4;7.412;155.652;1/31/2019;16:24;Carteira Digital;148.24;4.761.904.762;7.412;9.7
466-61-5506;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;90.7;6;27.21;571.41;2/26/2019;10:52;Dinheiro;544.2;4.761.904.762;27.21;5.3
721-86-6247;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;63.42;8;25.368;532.728;03/11/2019;12:55;Carteira Digital;507.36;4.761.904.762;25.368;7.4
289-65-5721;B;Guarulhos;Normal;Feminino;Acessórios de Moda;81.37;2;8.137;170.877;1/26/2019;19:28;Dinheiro;162.74;4.761.904.762;8.137;6.5
545-46-3100;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;10.59;3;15.885;333.585;03/12/2019;13:52;Cartão de Crédito;31.77;4.761.904.762;15.885;8.7
418-02-5978;B;Guarulhos;Normal;Feminino;Saúde e Beleza;84.09;9;378.405;7.946.505;02/11/2019;10:54;Dinheiro;756.81;4.761.904.762;378.405;8
269-04-5750;B;Guarulhos;Membro;Masculino;Acessórios de Moda;73.82;4;14.764;310.044;2/21/2019;18:31;Dinheiro;295.28;4.761.904.762;14.764;6.7
157-13-5295;A;São Bernado do Campo;Membro;Masculino;Saúde e Beleza;51.94;10;25.97;545.37;03/09/2019;18:24;Carteira Digital;519.4;4.761.904.762;25.97;6.5
645-78-8093;A;São Bernado do Campo;Normal;Feminino;Esportes e Viagem;93.14;2;9.314;195.594;1/20/2019;18:09;Carteira Digital;186.28;4.761.904.762;9.314;4.1
211-30-9270;C;São Paulo;Normal;Masculino;Saúde e Beleza;17.41;5;43.525;914.025;1/28/2019;15:16;Cartão de Crédito;87.05;4.761.904.762;43.525;4.9
755-12-3214;C;São Paulo;Membro;Feminino;Acessórios de Moda;44.22;5;11.055;232.155;03/05/2019;17:07;Cartão de Crédito;221.1;4.761.904.762;11.055;8.6
346-84-3103;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;13.22;5;3.305;69.405;03/02/2019;19:26;Dinheiro;66.1;4.761.904.762;3.305;4.3
478-06-7835;A;São Bernado do Campo;Normal;Masculino;Acessórios de Moda;89.69;1;44.845;941.745;01/11/2019;11:20;Carteira Digital;89.69;4.761.904.762;44.845;4.9
540-11-4336;A;São Bernado do Campo;Normal;Masculino;Alimentos e Bebidas;24.94;9;11.223;235.683;01/11/2019;16:49;Cartão de Crédito;224.46;4.761.904.762;11.223;5.6
448-81-5016;A;São Bernado do Campo;Normal;Masculino;Saúde e Beleza;59.77;2;5.977;125.517;03/11/2019;12:01;Cartão de Crédito;119.54;4.761.904.762;5.977;5.8
142-72-4741;C;São Paulo;Membro;Masculino;Acessórios de Moda;93.2;2;9.32;195.72;2/28/2019;18:37;Cartão de Crédito;186.4;4.761.904.762;9.32;6
217-58-1179;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;62.65;4;12.53;263.13;01/05/2019;11:25;Dinheiro;250.6;4.761.904.762;12.53;4.2
376-02-8238;B;Guarulhos;Normal;Masculino;Casa e Estilo de Vida;93.87;8;37.548;788.508;02/02/2019;18:42;Cartão de Crédito;750.96;4.761.904.762;37.548;8.3
530-90-9855;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;47.59;8;19.036;399.756;01/01/2019;14:47;Dinheiro;380.72;4.761.904.762;19.036;5.7
866-05-7563;B;Guarulhos;Membro;Feminino;Acessórios Eletrônicos;81.4;3;12.21;256.41;02/09/2019;19:43;Dinheiro;244.2;4.761.904.762;12.21;4.8
604-70-6476;A;São Bernado do Campo;Membro;Masculino;Acessórios de Moda;17.94;5;4.485;94.185;1/23/2019;14:04;Carteira Digital;89.7;4.761.904.762;4.485;6.8
799-71-1548;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;77.72;4;15.544;326.424;01/07/2019;16:11;Cartão de Crédito;310.88;4.761.904.762;15.544;8.8
785-13-7708;B;Guarulhos;Normal;Masculino;Alimentos e Bebidas;73.06;7;25.571;536.991;1/14/2019;19:06;Cartão de Crédito;511.42;4.761.904.762;25.571;4.2
845-51-0542;B;Guarulhos;Membro;Masculino;Alimentos e Bebidas;46.55;9;209.475;4.398.975;02/02/2019;15:34;Carteira Digital;418.95;4.761.904.762;209.475;6.4
662-47-5456;C;São Paulo;Membro;Masculino;Acessórios de Moda;35.19;10;17.595;369.495;3/17/2019;19:06;Cartão de Crédito;351.9;4.761.904.762;17.595;8.4
883-17-4236;C;São Paulo;Normal;Feminino;Esportes e Viagem;14.39;2;1.439;30.219;03/02/2019;19:44;Cartão de Crédito;28.78;4.761.904.762;1.439;7.2
290-68-2984;A;São Bernado do Campo;Normal;Masculino;Casa e Estilo de Vida;23.75;4;4.75;99.75;3/16/2019;11:22;Dinheiro;95;4.761.904.762;4.75;5.2
704-11-6354;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;58.9;8;23.56;494.76;01/06/2019;11:23;Dinheiro;471.2;4.761.904.762;23.56;8.9
110-48-7033;B;Guarulhos;Membro;Masculino;Acessórios de Moda;32.62;4;6.524;137.004;1/29/2019;14:12;Dinheiro;130.48;4.761.904.762;6.524;9
366-93-0948;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;66.35;1;33.175;696.675;1/31/2019;10:46;Cartão de Crédito;66.35;4.761.904.762;33.175;9.7
729-09-9681;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;25.91;6;7.773;163.233;02/05/2019;10:16;Carteira Digital;155.46;4.761.904.762;7.773;8.7
151-16-1484;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;32.25;4;6.45;135.45;2/13/2019;12:38;Carteira Digital;129;4.761.904.762;6.45;6.5
380-94-4661;C;São Paulo;Membro;Masculino;Acessórios Eletrônicos;65.94;4;13.188;276.948;02/07/2019;13:05;Cartão de Crédito;263.76;4.761.904.762;13.188;6.9
850-41-9669;A;São Bernado do Campo;Normal;Feminino;Acessórios Eletrônicos;75.06;9;33.777;709.317;3/19/2019;13:25;Carteira Digital;675.54;4.761.904.762;33.777;6.2
821-07-3596;C;São Paulo;Normal;Feminino;Acessórios de Moda;16.45;4;3.29;69.09;03/07/2019;14:53;Carteira Digital;65.8;4.761.904.762;3.29;5.6
655-85-5130;B;Guarulhos;Membro;Feminino;Acessórios de Moda;38.3;4;7.66;160.86;3/13/2019;19:22;Dinheiro;153.2;4.761.904.762;7.66;5.7
447-15-7839;A;São Bernado do Campo;Membro;Feminino;Esportes e Viagem;22.24;10;11.12;233.52;02/09/2019;11:00;Dinheiro;222.4;4.761.904.762;11.12;4.2
154-74-7179;B;Guarulhos;Normal;Masculino;Esportes e Viagem;54.45;1;27.225;571.725;2/26/2019;19:24;Carteira Digital;54.45;4.761.904.762;27.225;7.9
253-12-6086;A;São Bernado do Campo;Membro;Feminino;Esportes e Viagem;98.4;7;34.44;723.24;03/12/2019;12:43;Cartão de Crédito;688.8;4.761.904.762;34.44;8.7
808-65-0703;C;São Paulo;Normal;Masculino;Casa e Estilo de Vida;35.47;4;7.094;148.974;3/14/2019;17:22;Cartão de Crédito;141.88;4.761.904.762;7.094;6.9
571-94-0759;B;Guarulhos;Membro;Feminino;Alimentos e Bebidas;74.6;10;37.3;783.3;01/08/2019;20:55;Dinheiro;746;4.761.904.762;37.3;9.5
144-51-6085;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;70.74;4;14.148;297.108;01/05/2019;16:05;Cartão de Crédito;282.96;4.761.904.762;14.148;4.4
731-14-2199;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;35.54;10;17.77;373.17;01/04/2019;13:34;Carteira Digital;355.4;4.761.904.762;17.77;7
783-09-1637;B;Guarulhos;Normal;Feminino;Esportes e Viagem;67.43;5;168.575;3.540.075;03/06/2019;18:13;Carteira Digital;337.15;4.761.904.762;168.575;6.3
687-15-1097;C;São Paulo;Membro;Feminino;Saúde e Beleza;21.12;2;2.112;44.352;01/03/2019;19:17;Dinheiro;42.24;4.761.904.762;2.112;9.7
126-54-1082;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;21.54;9;9.693;203.553;01/07/2019;11:44;Cartão de Crédito;193.86;4.761.904.762;9.693;8.8
633-91-1052;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;12.03;2;1.203;25.263;1/27/2019;15:51;Dinheiro;24.06;4.761.904.762;1.203;5.1
477-24-6490;B;Guarulhos;Normal;Feminino;Saúde e Beleza;99.71;6;29.913;628.173;2/26/2019;16:52;Carteira Digital;598.26;4.761.904.762;29.913;7.9
566-19-5475;B;Guarulhos;Normal;Masculino;Acessórios de Moda;47.97;7;167.895;3.525.795;01/07/2019;20:52;Dinheiro;335.79;4.761.904.762;167.895;6.2
526-86-8552;C;São Paulo;Membro;Feminino;Casa e Estilo de Vida;21.82;10;10.91;229.11;01/07/2019;17:36;Dinheiro;218.2;4.761.904.762;10.91;7.1
376-56-3573;C;São Paulo;Normal;Feminino;Acessórios de Moda;95.42;4;19.084;400.764;02/02/2019;13:23;Carteira Digital;381.68;4.761.904.762;19.084;6.4
537-72-0426;C;São Paulo;Membro;Masculino;Acessórios de Moda;70.99;10;35.495;745.395;3/20/2019;16:28;Dinheiro;709.9;4.761.904.762;35.495;5.7
828-61-5674;A;São Bernado do Campo;Membro;Masculino;Esportes e Viagem;44.02;10;22.01;462.21;3/20/2019;19:57;Cartão de Crédito;440.2;4.761.904.762;22.01;9.6
136-08-6195;A;São Bernado do Campo;Normal;Feminino;Casa e Estilo de Vida;69.96;8;27.984;587.664;2/15/2019;17:01;Cartão de Crédito;559.68;4.761.904.762;27.984;6.4
523-38-0215;C;São Paulo;Normal;Masculino;Casa e Estilo de Vida;37;1;1.85;38.85;03/06/2019;13:29;Cartão de Crédito;37;4.761.904.762;1.85;7.9
490-29-1201;A;São Bernado do Campo;Normal;Feminino;Esportes e Viagem;15.34;1;0.767;16.107;01/06/2019;11:09;Dinheiro;15.34;4.761.904.762;0.767;6.5
667-92-0055;A;São Bernado do Campo;Membro;Masculino;Saúde e Beleza;99.83;6;29.949;628.929;03/04/2019;15:02;Carteira Digital;598.98;4.761.904.762;29.949;8.5
565-17-3836;A;São Bernado do Campo;Membro;Feminino;Saúde e Beleza;47.67;4;9.534;200.214;03/12/2019;14:21;Dinheiro;190.68;4.761.904.762;9.534;9.1
498-41-1961;B;Guarulhos;Normal;Masculino;Saúde e Beleza;66.68;5;16.67;350.07;2/20/2019;18:01;Dinheiro;333.4;4.761.904.762;16.67;7.6
593-95-4461;C;São Paulo;Membro;Masculino;Casa e Estilo de Vida;74.86;1;3.743;78.603;3/24/2019;14:49;Dinheiro;74.86;4.761.904.762;3.743;6.9
226-71-3580;C;São Paulo;Normal;Feminino;Esportes e Viagem;23.75;9;106.875;2.244.375;1/31/2019;12:02;Dinheiro;213.75;4.761.904.762;106.875;9.5
283-79-9594;B;Guarulhos;Normal;Feminino;Alimentos e Bebidas;48.51;7;169.785;3.565.485;1/25/2019;13:30;Cartão de Crédito;339.57;4.761.904.762;169.785;5.2
430-60-3493;A;São Bernado do Campo;Membro;Feminino;Casa e Estilo de Vida;94.88;7;33.208;697.368;02/03/2019;14:38;Dinheiro;664.16;4.761.904.762;33.208;4.2
139-20-0155;B;Guarulhos;Membro;Masculino;Acessórios Eletrônicos;40.3;10;20.15;423.15;1/24/2019;17:37;Cartão de Crédito;403;4.761.904.762;20.15;7
558-80-4082;C;São Paulo;Normal;Masculino;Acessórios Eletrônicos;27.85;7;97.475;2.046.975;3/14/2019;17:20;Carteira Digital;194.95;4.761.904.762;97.475;6
278-97-7759;A;São Bernado do Campo;Membro;Feminino;Acessórios Eletrônicos;62.48;1;3.124;65.604;2/18/2019;20:29;Dinheiro;62.48;4.761.904.762;3.124;4.7
316-68-6352;A;São Bernado do Campo;Membro;Feminino;Alimentos e Bebidas;36.36;2;3.636;76.356;1/21/2019;10:00;Dinheiro;72.72;4.761.904.762;3.636;7.1
585-03-5943;B;Guarulhos;Normal;Masculino;Saúde e Beleza;18.11;10;9.055;190.155;3/13/2019;11:46;Carteira Digital;181.1;4.761.904.762;9.055;5.9
211-05-0490;C;São Paulo;Membro;Feminino;Acessórios Eletrônicos;51.92;5;12.98;272.58;03/03/2019;13:42;Dinheiro;259.6;4.761.904.762;12.98;7.5
727-75-6477;C;São Paulo;Normal;Masculino;Acessórios Eletrônicos;28.84;4;5.768;121.128;3/29/2019;14:44;Dinheiro;115.36;4.761.904.762;5.768;6.4
744-02-5987;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;78.38;6;23.514;493.794;01/10/2019;14:16;Carteira Digital;470.28;4.761.904.762;23.514;5.8
307-83-9164;A;São Bernado do Campo;Membro;Masculino;Casa e Estilo de Vida;60.01;4;12.002;252.042;1/25/2019;15:54;Dinheiro;240.04;4.761.904.762;12.002;4.5
779-06-0012;C;São Paulo;Membro;Feminino;Casa e Estilo de Vida;88.61;1;44.305;930.405;1/19/2019;10:21;Dinheiro;88.61;4.761.904.762;44.305;7.7
446-47-6729;C;São Paulo;Normal;Masculino;Acessórios de Moda;99.82;2;9.982;209.622;01/02/2019;18:09;Cartão de Crédito;199.64;4.761.904.762;9.982;6.7
573-10-3877;B;Guarulhos;Membro;Masculino;Saúde e Beleza;39.01;1;19.505;409.605;03/12/2019;16:46;Cartão de Crédito;39.01;4.761.904.762;19.505;4.7
735-06-4124;C;São Paulo;Normal;Masculino;Alimentos e Bebidas;48.61;1;24.305;510.405;2/25/2019;15:31;Dinheiro;48.61;4.761.904.762;24.305;4.4
439-54-7422;A;São Bernado do Campo;Normal;Feminino;Acessórios Eletrônicos;51.19;4;10.238;214.998;3/18/2019;17:15;Cartão de Crédito;204.76;4.761.904.762;10.238;4.7
396-90-2219;B;Guarulhos;Normal;Feminino;Acessórios Eletrônicos;14.96;8;5.984;125.664;2/23/2019;12:29;Dinheiro;119.68;4.761.904.762;5.984;8.6
411-77-0180;A;São Bernado do Campo;Membro;Masculino;Acessórios Eletrônicos;72.2;7;25.27;530.67;3/26/2019;20:14;Carteira Digital;505.4;4.761.904.762;25.27;4.3
